budget,workload,scalability,security,region,team_size,data_volume_gb,uptime_requirement,compliance_required,existing_infra,uses_microsoft_stack,uses_google_workspace,ml_focus,multi_region,serverless_preference,service_model,deployment_model,provider
608.22,webapp,low,moderate,us,71,48.42,96.13,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
188.02,webapp,medium,basic,us,332,26.69,96.83,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
130.65,startup,medium,high,eu,391,6.02,99.84,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
707.22,webapp,medium,high,asia,311,4.37,98.34,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
200.92,webapp,high,high,us,412,8.44,96.55,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
240.84,startup,high,moderate,us,324,24.17,99.72,1,0,0,0,0,0,1,PaaS,Public Cloud,AWS
685.87,webapp,medium,basic,eu,187,85.21,96.57,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
292.47,webapp,medium,moderate,eu,284,87.24,97.74,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
975.74,enterprise,low,moderate,asia,181,27.36,98.45,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
308.33,startup,medium,high,asia,171,374.95,97.26,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
62.34,startup,high,moderate,us,88,313.02,96.81,1,0,0,1,0,1,1,PaaS,Public Cloud,GCP
118.07,startup,medium,high,asia,438,29.73,99.87,1,0,0,0,0,0,1,IaaS,Private Cloud,GCP
490.78,startup,medium,basic,asia,36,768.68,98.0,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
1736.67,enterprise,medium,moderate,eu,225,44.69,96.57,1,0,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
133.95,webapp,high,moderate,us,428,15.51,96.51,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
3435.48,enterprise,medium,basic,eu,162,5.75,96.05,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
38967.62,enterprise,medium,basic,eu,365,19.6,95.51,0,0,1,0,0,0,0,IaaS,Public Cloud,Azure
104.71,webapp,high,high,eu,228,101.12,99.13,1,0,0,0,0,0,1,IaaS,Private Cloud,Azure
460.1,webapp,high,basic,eu,202,18.7,95.91,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
924.82,webapp,medium,basic,us,323,8.94,98.39,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
265.38,webapp,high,basic,us,364,303.17,96.15,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1077.14,webapp,medium,basic,us,277,2.45,98.11,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
59.01,webapp,medium,basic,eu,152,30.67,95.94,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
126.66,startup,high,basic,us,128,13.26,98.96,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
136.55,webapp,medium,moderate,us,436,5.94,98.24,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
650.19,webapp,high,basic,us,394,91.2,99.05,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
849.76,ml,medium,high,us,383,57.43,98.64,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
180.36,webapp,medium,basic,asia,436,5.8,96.25,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
351.02,webapp,high,high,asia,389,292.4,96.29,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
2686.39,enterprise,medium,basic,asia,410,593.85,98.09,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
1764.65,webapp,medium,basic,us,177,8.26,96.01,0,1,0,1,0,0,1,PaaS,Public Cloud,AWS
1475.44,webapp,high,basic,us,301,76.63,97.71,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
634.27,webapp,medium,moderate,asia,287,41.35,96.0,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
278.28,startup,low,moderate,asia,154,10.46,98.75,1,1,0,0,0,0,1,IaaS,Public Cloud,GCP
4427.24,enterprise,high,basic,eu,344,649.87,95.44,0,0,1,0,0,1,0,SaaS,Public Cloud,Azure
638.02,webapp,high,basic,us,304,99.27,96.39,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
106.91,startup,low,high,eu,487,39.83,98.3,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
403.23,webapp,high,high,eu,247,26.13,98.98,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
2764.62,enterprise,low,basic,us,379,20.43,96.89,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
891.75,webapp,medium,basic,asia,443,16.25,99.69,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
230.12,startup,medium,high,eu,91,94.09,95.17,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
595.87,webapp,medium,basic,eu,164,342.44,95.29,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
828.59,webapp,medium,moderate,eu,377,91.16,99.57,1,0,0,0,0,0,1,IaaS,Public Cloud,Azure
250.05,webapp,low,basic,asia,348,16.27,95.82,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
4064.85,ml,high,basic,asia,84,84.56,95.44,0,0,0,0,1,1,0,IaaS,Public Cloud,GCP
396.09,webapp,medium,basic,asia,349,43.12,96.96,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
287.95,webapp,medium,high,eu,430,20.96,96.39,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
226.69,webapp,low,basic,us,473,183.94,96.06,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
1341.82,enterprise,medium,high,eu,31,194.38,98.66,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
252.33,webapp,low,moderate,eu,143,15.53,96.8,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
5505.78,enterprise,high,moderate,us,287,19.6,95.83,1,0,1,0,0,1,0,IaaS,Hybrid Cloud,Azure
333.44,webapp,high,high,eu,437,1459.87,96.29,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
3624.78,ml,low,moderate,eu,157,81.8,98.33,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
4633.94,ml,medium,high,asia,459,135.0,98.62,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
6293.6,enterprise,low,high,us,473,159.65,96.63,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
213.49,startup,high,high,asia,296,1436.54,98.66,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,GCP
352.78,webapp,low,moderate,eu,312,95.02,97.37,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
528.23,webapp,high,high,asia,140,477.69,97.72,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
291.31,webapp,high,high,us,137,2.44,95.62,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
273.14,webapp,medium,basic,asia,239,17.0,97.72,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
321.91,webapp,high,basic,us,27,1378.7,98.24,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
76.37,startup,medium,high,us,445,7.13,99.94,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
5280.03,enterprise,high,moderate,asia,431,22.03,99.7,0,0,0,0,0,1,0,IaaS,Public Cloud,AWS
26653.64,enterprise,high,basic,us,48,29.84,99.54,0,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
565.22,startup,high,high,us,185,12.43,98.47,1,1,0,0,0,1,1,IaaS,Public Cloud,AWS
3250.97,enterprise,high,high,eu,263,354.13,99.25,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
5438.16,enterprise,low,basic,us,215,32.49,97.64,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
125.61,startup,medium,high,eu,107,16.05,99.04,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
7868.6,enterprise,low,basic,eu,203,24.07,99.63,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
2390.23,ml,high,moderate,asia,187,37.2,96.61,0,1,0,0,1,1,0,IaaS,Public Cloud,GCP
128.09,startup,low,basic,asia,308,9.17,98.14,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
1981.61,webapp,high,high,eu,359,13.31,98.39,1,0,0,0,0,1,1,IaaS,Private Cloud,AWS
286.54,ml,medium,high,us,112,65.68,98.7,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
12718.09,enterprise,medium,moderate,eu,5,17.4,95.47,0,0,1,0,0,0,0,SaaS,Hybrid Cloud,Azure
4546.73,enterprise,high,basic,us,141,6.18,98.37,0,0,1,0,0,1,0,SaaS,Public Cloud,Azure
902.84,webapp,high,moderate,eu,457,47.12,99.26,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
339.85,webapp,medium,moderate,us,166,142.28,96.29,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
81.92,startup,high,high,asia,416,7.89,96.53,1,0,0,0,0,0,1,IaaS,Public Cloud,GCP
10163.65,ml,low,moderate,eu,334,39.55,96.84,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,Azure
1842.68,ml,high,basic,asia,163,32.02,96.1,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
1787.24,enterprise,high,basic,asia,93,48.14,98.06,0,1,0,0,0,0,0,SaaS,Public Cloud,AWS
2776.86,ml,high,basic,us,469,16.3,99.83,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
362.88,webapp,high,basic,eu,446,103.29,97.79,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
1477.81,ml,medium,moderate,eu,401,109.23,95.23,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
4444.5,ml,low,basic,eu,382,22.93,99.67,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
16230.26,enterprise,high,moderate,asia,304,117.55,96.62,1,1,1,0,0,1,0,IaaS,Hybrid Cloud,Azure
291.48,webapp,low,moderate,asia,141,319.44,98.22,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,GCP
132.22,startup,low,basic,eu,351,38.19,97.01,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
7066.83,enterprise,high,basic,us,154,196.41,96.31,0,1,1,0,0,1,0,IaaS,Public Cloud,Azure
2855.31,ml,medium,high,eu,66,958.51,98.84,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,Azure
451.75,webapp,high,moderate,eu,191,94.95,95.1,1,1,0,0,0,1,1,IaaS,Public Cloud,Azure
69.47,startup,high,high,asia,297,349.92,99.11,1,0,0,0,0,0,1,IaaS,Public Cloud,GCP
5380.09,ml,medium,basic,asia,66,6.36,95.01,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
71.46,startup,medium,high,asia,434,2.32,96.54,1,0,0,0,0,0,1,IaaS,Private Cloud,GCP
616.44,startup,medium,high,asia,446,4.77,99.51,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
335.24,ml,medium,moderate,asia,40,981.35,99.86,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
214.41,startup,low,basic,us,317,14.9,99.54,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
185.13,startup,high,high,asia,400,34.59,97.23,1,1,0,0,0,0,1,IaaS,Public Cloud,GCP
929.93,webapp,high,moderate,us,323,48.3,99.83,1,0,0,0,0,0,1,IaaS,Public Cloud,AWS
747.44,startup,low,moderate,asia,51,147.46,95.83,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
590.32,webapp,medium,high,asia,91,225.65,97.27,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
2553.74,ml,medium,basic,asia,422,372.55,99.29,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
270.14,webapp,low,high,eu,381,4.5,96.45,1,1,0,0,0,0,1,IaaS,Private Cloud,Azure
183.69,webapp,medium,basic,us,215,76.38,97.98,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
108.88,startup,high,moderate,asia,160,12.06,99.83,0,0,0,0,0,1,1,PaaS,Public Cloud,GCP
4163.75,enterprise,high,basic,us,140,194.57,96.83,0,1,0,0,0,0,0,IaaS,Public Cloud,AWS
73.85,webapp,medium,high,asia,28,68.95,95.47,1,0,0,1,0,0,1,PaaS,Private Cloud,GCP
171.99,webapp,low,basic,us,426,6.68,99.16,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
197.54,webapp,high,basic,asia,138,98.37,98.44,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
657.18,webapp,medium,basic,asia,45,71.69,99.93,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
4889.55,enterprise,medium,high,asia,473,130.29,98.95,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
10668.0,ml,medium,basic,eu,289,107.9,95.74,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
303.64,startup,low,moderate,eu,265,73.86,99.88,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
124.93,webapp,medium,moderate,eu,92,400.49,97.33,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
177.39,startup,high,basic,eu,33,162.21,99.19,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
4877.1,webapp,low,basic,asia,192,32.35,97.17,0,0,0,1,0,0,0,PaaS,Public Cloud,GCP
907.14,webapp,low,basic,asia,324,163.94,96.13,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
266.7,startup,low,moderate,eu,43,734.78,97.03,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
509.76,webapp,high,basic,asia,49,91.24,99.94,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
2886.75,enterprise,medium,high,eu,94,15.4,98.5,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
5844.78,enterprise,low,basic,asia,136,43.45,99.31,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
337.6,startup,high,basic,eu,50,8.23,99.68,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
1945.36,enterprise,medium,high,eu,239,2639.62,98.24,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
395.6,startup,low,basic,us,406,41.53,99.27,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1067.5,ml,medium,moderate,us,315,1964.73,99.86,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,AWS
1017.58,webapp,medium,high,asia,126,2.07,95.36,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
197.32,startup,high,moderate,us,303,70.44,98.36,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
3181.14,enterprise,medium,moderate,eu,446,77.03,95.08,0,0,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
1237.81,enterprise,medium,moderate,eu,149,30.75,96.28,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
30365.69,enterprise,medium,moderate,eu,361,94.28,97.69,1,1,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
295.28,startup,medium,moderate,us,33,426.13,95.52,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
769.87,webapp,high,high,us,103,71.02,99.69,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
206.73,startup,low,high,us,109,187.98,96.2,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
403.0,startup,medium,high,asia,62,1627.51,96.55,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
371.15,ml,high,high,eu,358,21.14,97.77,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
73.73,startup,high,moderate,eu,251,34.23,98.14,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
608.45,ml,medium,moderate,asia,386,1318.16,95.39,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
209.83,webapp,high,basic,asia,393,9.37,95.89,0,1,0,0,0,1,1,PaaS,Public Cloud,GCP
3016.15,enterprise,medium,basic,asia,128,23.13,95.8,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
729.01,webapp,medium,basic,us,101,21.16,99.78,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
582.99,webapp,high,basic,us,265,22.1,96.55,0,0,0,1,0,0,1,PaaS,Public Cloud,AWS
2113.57,enterprise,medium,moderate,asia,423,27.34,96.86,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
10584.77,ml,medium,basic,eu,269,673.35,96.89,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
71.04,startup,medium,moderate,eu,143,828.73,98.69,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
1078.86,webapp,medium,high,eu,395,38.4,97.62,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
216.43,startup,medium,high,eu,442,1.24,99.76,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
102.94,webapp,medium,high,eu,164,97.03,99.15,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
266.18,webapp,high,moderate,eu,268,69.63,97.04,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
183.79,startup,high,moderate,asia,284,20.44,95.87,0,0,0,0,0,1,1,PaaS,Public Cloud,GCP
95.65,startup,low,moderate,eu,48,19.0,97.6,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
643.52,webapp,medium,moderate,asia,358,19.6,95.98,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
66.88,startup,high,high,us,128,51.54,96.61,1,0,0,0,0,1,1,IaaS,Public Cloud,AWS
921.07,webapp,low,moderate,eu,398,355.75,95.01,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
54.45,startup,medium,moderate,asia,134,19.16,97.98,1,1,0,0,0,0,1,IaaS,Public Cloud,GCP
1513.35,webapp,medium,moderate,eu,46,205.02,98.26,1,0,0,1,0,0,1,PaaS,Private Cloud,Azure
574.21,webapp,medium,moderate,asia,115,27.35,95.78,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
4541.76,enterprise,medium,moderate,asia,156,740.45,98.56,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
993.5,webapp,high,basic,eu,368,56.08,99.95,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
1421.49,enterprise,medium,moderate,asia,315,10.67,96.84,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
448.41,startup,low,basic,eu,168,161.92,97.18,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
92.96,startup,low,high,eu,85,1.29,96.68,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
307.86,startup,high,moderate,eu,80,497.39,96.24,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
689.28,webapp,low,basic,asia,306,23.28,97.11,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
172.9,webapp,medium,basic,asia,68,38.38,96.04,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
245.03,startup,low,moderate,asia,259,20.07,98.88,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
177.95,webapp,high,basic,asia,104,22.67,95.6,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
232.78,startup,high,high,eu,244,55.09,96.48,1,0,0,1,0,1,1,IaaS,Public Cloud,GCP
329.42,startup,high,high,asia,358,1477.85,97.02,1,0,0,1,0,0,1,IaaS,Public Cloud,GCP
267.92,startup,medium,basic,eu,234,18.13,99.64,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1754.7,webapp,medium,moderate,us,375,15.59,99.2,1,0,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
454.91,enterprise,medium,moderate,us,212,11.95,96.58,1,0,0,0,0,0,0,IaaS,Public Cloud,AWS
30046.14,enterprise,high,moderate,asia,356,49.91,99.63,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
688.62,startup,low,moderate,eu,56,8.83,99.11,1,1,0,0,0,0,1,IaaS,Public Cloud,Azure
840.73,webapp,medium,high,eu,282,181.55,96.36,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
187.4,webapp,low,moderate,eu,378,55.37,97.17,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
4935.42,enterprise,medium,moderate,eu,147,5.05,95.41,1,0,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
305.51,webapp,high,high,asia,352,5.91,97.05,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,GCP
1405.9,webapp,medium,moderate,us,60,23.51,98.58,0,0,0,1,0,0,1,PaaS,Public Cloud,AWS
1831.04,webapp,high,moderate,eu,158,26.37,97.65,1,0,0,0,0,1,1,IaaS,Public Cloud,Azure
1536.02,webapp,high,moderate,asia,13,194.66,99.7,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
606.72,enterprise,medium,moderate,asia,67,3494.4,95.76,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
1596.36,webapp,high,basic,us,380,50.96,97.34,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
317.89,webapp,medium,moderate,asia,487,189.66,99.0,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
509.45,startup,medium,high,asia,425,156.27,97.09,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
206.0,startup,low,moderate,us,250,22.26,97.69,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
548.33,webapp,low,moderate,eu,268,66.87,95.79,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
3776.93,enterprise,low,high,us,439,80.77,95.68,1,1,0,0,0,0,0,IaaS,Private Cloud,AWS
1974.52,enterprise,medium,moderate,asia,188,405.61,98.74,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
439.36,webapp,low,basic,us,417,104.56,95.21,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
75.16,startup,low,basic,us,53,341.97,95.62,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
383.46,webapp,low,basic,asia,135,8.78,97.98,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
398.79,webapp,medium,high,us,191,23.17,96.33,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
1180.37,ml,high,moderate,asia,80,5.23,98.37,0,0,0,0,1,1,0,IaaS,Public Cloud,GCP
1165.16,ml,medium,high,us,353,27.11,98.04,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
1534.77,webapp,high,high,asia,276,129.14,96.36,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
4407.0,enterprise,high,moderate,us,263,35.33,95.75,1,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
2928.38,enterprise,medium,moderate,us,184,522.92,99.12,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
215.71,webapp,high,moderate,asia,207,72.01,96.44,1,0,0,0,0,1,1,PaaS,Public Cloud,GCP
180.24,startup,high,basic,us,308,339.45,96.25,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
1372.94,webapp,low,basic,asia,166,41.37,99.77,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
246.74,webapp,high,moderate,eu,465,891.29,96.91,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
315.45,startup,low,basic,us,228,66.74,99.23,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1913.97,ml,medium,moderate,us,193,429.12,98.63,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
382.3,webapp,high,moderate,asia,48,15.28,96.23,1,1,0,0,0,1,1,PaaS,Public Cloud,GCP
7038.02,enterprise,low,moderate,eu,439,177.94,95.13,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
50.0,startup,medium,basic,asia,374,108.5,99.82,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
81.43,startup,low,basic,us,75,72.1,97.21,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
5999.04,ml,high,basic,us,335,94.18,97.77,0,1,0,0,1,1,0,IaaS,Public Cloud,GCP
3675.58,enterprise,medium,high,eu,171,711.87,96.46,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
482.19,webapp,medium,basic,us,373,47.06,97.05,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
1875.4,ml,medium,moderate,us,186,55.02,98.15,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
2111.89,webapp,low,basic,asia,65,10.32,99.75,0,0,0,1,0,0,0,PaaS,Public Cloud,GCP
795.36,webapp,low,basic,us,202,12.49,95.99,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
1165.9,ml,medium,moderate,asia,254,1556.77,95.36,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
6776.46,ml,medium,basic,eu,347,52.88,99.23,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
5484.04,ml,low,basic,asia,396,6.6,97.06,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
3299.45,enterprise,medium,moderate,asia,203,21.29,97.63,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
134.87,startup,high,high,us,90,113.09,99.16,1,0,0,1,0,0,1,IaaS,Public Cloud,GCP
2235.15,enterprise,high,basic,eu,380,26.83,95.8,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
572.47,webapp,medium,moderate,asia,347,39.98,97.4,1,0,0,0,0,0,1,IaaS,Public Cloud,AWS
2513.96,enterprise,medium,basic,us,483,665.34,99.33,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
2101.41,enterprise,low,high,us,257,691.18,96.68,1,1,1,0,0,0,0,IaaS,Private Cloud,Azure
253.92,webapp,high,moderate,eu,412,8.88,97.98,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
9377.87,enterprise,medium,moderate,us,110,2.36,97.48,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
3169.08,webapp,medium,high,us,368,10.55,98.97,1,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
1765.25,enterprise,low,moderate,asia,260,10.99,95.65,1,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
650.86,webapp,medium,moderate,us,140,116.01,96.69,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,AWS
3338.65,enterprise,low,basic,us,314,130.36,99.63,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
752.44,webapp,low,basic,us,36,15.94,97.03,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
5744.82,ml,low,moderate,eu,218,13.44,99.17,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
2882.32,webapp,medium,basic,asia,324,12.0,98.47,0,0,0,1,0,0,0,PaaS,Public Cloud,GCP
1472.61,ml,medium,basic,us,447,85.01,99.91,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
274.35,webapp,high,moderate,us,351,32.86,98.52,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
178.35,startup,medium,basic,asia,474,48.74,97.4,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
129.65,startup,high,moderate,asia,252,18.2,96.42,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
106.13,startup,high,high,eu,17,2273.66,95.33,1,0,0,0,0,0,1,PaaS,Public Cloud,AWS
337.91,startup,medium,high,eu,246,66.8,99.96,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
181.51,startup,medium,high,asia,403,47.14,97.97,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
2496.5,enterprise,medium,high,us,426,11.36,98.35,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
384.35,startup,medium,high,eu,491,28.28,99.24,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
299.31,webapp,high,basic,eu,59,82.79,98.46,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
121.37,webapp,high,moderate,us,233,26.84,95.98,1,1,0,0,0,1,1,IaaS,Public Cloud,AWS
92.21,startup,low,moderate,us,313,16.52,99.65,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
